text,language,None,Economic,Capacity and Resources,Morality,Fairness and Equality,"Legality, Constitutionality, Jurisdiction",Policy Prescription and Evaluation,Crime and Punishment,Security and Defense,Health and Safety,Quality of Life,Cultural Identity,Public Sentiment,Political,External Regulation and Reputation,Other
"Kerry Messer, the president of the Missouri Family Network, was quoted as saying ""99 percent of Missourians"" support the bill. I challenge you and Messer to provide the source of that outrageous statistic",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Panel Hears Same-Sex Marriage Debate,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Same-sex marriage issue shows importance of gay fundraisers,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
" GOP congressional leaders continued to push the amendment yesterday, prompting Democrats to charge that Republicans are orchestrating an emotionally divisive issue for the fall elections.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
" The law doubles the number of people who live in states with gay marriage laws, which grew from 16million to 35million Friday night, when Democratic  Gov. Andrew Cuomo signed the legislation.
",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"The state law says in part that legal marriage is between a man and a woman, and that same-sex marriages from outside the state aren't valid within North Carolina.",en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""They have stolen marriage,"" said the Rev. Lou Sheldon, head of the Traditional Values Coalition, calling opposition to gay union ""the central moral issue of our civilization.""",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gay marriage in Fla. may be near,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Think about it: Weddings are often religious affairs conducted according to religious traditions.,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
" representatives from the New York Police Department and three other city agencies, as well as from the State Liquor Authority, showed up",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Value Our Families,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"""It all comes down to equal take-home pay,"" Hoch said.",en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Although women have served at the front lines of litigation efforts in the emotional debate over same-sex marriage, the issue's most vocal opinion leaders have been men, often leaving the impression that marriage is the preoccupying goal of one sex more than the other. Yet of the close to 5,400 couples who have married in Massachusetts since last May, a figure that represents nearly a third of all same-sex partner households in the state identified by the census, almost two-thirds of the couples have been women. Boston was one of the few cities and towns in the state where male marriages outnumbered female ones.",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"The measure failed to win even a majority in the Senate, which defeated it, 50-48, on a procedural vote July 14. Two-thirds of both houses of Congress and then 38 state legislatures must approve an amendment before it becomes part of the Constitution.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"DEBATE RAGES OVER SAME-SEX MARRIAGES TENSION HIGH DURING JOINT HEARING OF SENATE, ASSEMBLY JUDICIARY PANELS",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Can ministers who make a living by conducting weddings be required to conduct same-sex weddings?,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SAME-SEX MARRIAGE OPPONENTS HAVE A VALID VIEW,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Both Sides on Same-Sex Marriage Issue Focus on the Next State Battlegrounds
",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
''This civil unions legislation is merely a steppingstone for the same-sex marriage movement.'',en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"""The challenge has been in defining the amendment and making sure it's narrow in scope.""
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Fairfield: Low turnout for 'kiss in' at Bay Area's sole Chick-fil-A,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"""As pastors and clergy leaders, we are here today to declare our unequivocal support for Maryland's Civil Marriage Protection Act and to dispel the myth that all African American pastors are fundamentally opposed to the idea of marriage equality,"" Coates said.",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
State workers' same-sex partners to get coverage,en,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"The plaintiffs are relying heavily on the same arguments that persuaded Massachusetts' highest court to legalize gay marriage this year -- namely, that laws limiting marriage to a union between a man and a woman discriminate against gays, violating several constitutional guarantees.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"While he trusts most everything in the Bible and knows that Leviticus condemns homosexuality as an abomination, ''there's no other reason I can think it's wrong except the Bible,'' he said.",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Rep. Tim Huelskamp (R-Kan.), sponsor of the amendment, said he wanted to ensure that ""America's military bases are not used to advance a narrow social agenda.""",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
" is unconstitutional, and has directed the Justice Department to stop defending the law in court, the administration said Wednesday.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The rules will cover all federal tax provisions where marriage is a factor including the taxpayer's filing status, personal and dependent exemptions and standard deductions.
",en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"The California Supreme Court today appeared inclined to uphold Proposition 8, but showed obvious reluctance to void thousands of same-sex marriages already in place when voters restored a ban on gay marriage last fall.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"And gay activists are so disappointed with Democratic politicians' response to the ruling that they are talking of mounting an effort to shift their votes to the Republican Party primary.

""The feeling is, if they [Democrats] treat us this way now, they aren't going to do anything different when they are in power,"" said Chuck Bowen, the executive director of Georgia Equality, a statewide gay rights organization. ""We won't have a seat at the table.""

On Friday, the group urged the gay community to reconsider its support of both Cox and her Democratic rival for governor, Lt. Gov. Mark Taylor.
",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
gathering support from religious leaders,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"In a brief filed with the Supreme Court, Brown steered clear of taking a position on the validity of the voter-approved ballot measure, which restored California's ban on gay marriages. Instead, the attorney general argued that the justices must agree to review legal challenges to Proposition 8 to ""provide certainty and finality in this matter.''",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Then, the committee took just 30 seconds to vote 11-1 to send the resolution to the full Senate.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The image, replacing profile pictures on Facebook, Twitter, Instagram, Tumblr, Pinterest and elsewhere, is a makeover of the advocacy group's logo, usually a blue background with bright yellow lines. The HRC made it available in red - for the color of love - on Monday and estimated tens of millions of shares by Wednesday.
",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chinese Christians Are the Focus of Same-Sex Marriage Case,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Amendment advocates believe,en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
PRO-GAY NOTE IGNITES ANGER AT MRS. BUSH,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The senator announced last month that he did not plan to run for re-election in 2014. But a movement is afoot to draft his son, Brendan Johnson, to run for the seat.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"California: Court Rejects Challenge To Gay Marriage
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
federal constitutional ban on same-sex marriage to California.,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""when shortcomings in our laws bring about a result that is unjust, I have a public obligation to try to change that injustice.""",en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"No doubt, the nine justices who will hear the legal challenge to California's Proposition 8 on Tuesday and the 1996 federal Defense of Marriage Act the following day are well aware of the pace of events on same-sex marriage.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"A New Day in New Jersey
",en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Amendment supporters knew they did not have the votes to pass it. But with pressure from conservative groups outraged by same-sex marriages inMassachusetts and earlier this year in San Francisco, supporters said they wanted to put lawmakers on the record on the issue.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Last week, Dayton called the bill ""one of those society-changing breakthrough moments."" Aides said he probably will sign the legislation in a ceremony Tuesday evening on the front steps of the Capitol in St. Paul.
",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"After an hour and 40 minutes of heartfelt speeches, just 14 senators voted in favor of the bill, with 20 opposed. Twenty-one votes were needed for passage.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"The Legislature responded by passing a law allowing civil unions, but gay and lesbian couples sued, saying they were still denied many benefits.",en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
The Obama administration's,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"THE 1.3-MILLION member United Church of Christ endorsed same-sex marriage this week, the first mainline Protestant denomination to do so.",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
The Conservative movement's decision to both prohibit and legitimize  full inclusion of homosexuals has something important to teach Americans,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Lawyers have agreed to drop Gov. Tom Corbett as a defendant in a federal lawsuit that challenges Pennsylvania's same-sex marriage ban.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"The Dec. 1 Fed Page article ""LGBT baby boomers face hurdles at retirement time"" was a fairly comprehensive look at the hardships faced by many older, married lesbian, gay, bisexual and transgender couples, especially those who have been denied Social Security survivor's benefits due to a state's failure to recognize their same-sex marriage.
",en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
and the county clerks in Denver and Boulder are planning to open their offices at midnight on May 1 -- when the law takes effect -- to hand out the first civil union licenses.,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
There are more gay public figures - including politicians - and it's likely that many Washington Republicans have gay friends and coworkers,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"The issue, legal observers have said, is likely to wind up being decided by the state's highest court.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
" ""The institution of marriage, obviously, is the bedrock of our foundation. It's been under attack; it's been weakened for many, many decades now. I'm not going to play a part in further weakening this incredibly important institution.""",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"
Dr. Dobson's group is already running advertisements against senators who do not plan to support the amendment, including one against Senator Ken Salazar, Democrat of Colorado, that says, ",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Democrats Move to Include Gay Marriage in Party Platform,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
 just outright discrimination,en,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Gay-rights supporters hoped South Dakota would become the first state ever to defeat a constitutional ban on same-sex marriage. That measure was virtually tied.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Churches take sides over gay-marriage ban,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"On Gay Rights, Congress Lags
",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Md. should embracemarriage equality,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
COURT OF APPEALS,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"
In a word, no. The future of the country does not rest on the passage of an amendment denying same-sex couples equal rights in a committed relationship. The future of traditional marriage -- which, with one in two marriages ending in divorce, is arguably in crisis -- does not hang in the balance either. Heterosexual couples don't make decisions about marrying, divorcing or not marrying in the first place based on the behavior of ",en,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Yet the spillover across the church-state divide is huge. Many clergy and congregations are torn over what to do. Spurred by the state's action, some Massachusetts clergy  of at least four major denominations -- Episcopalian, Methodist, Presbyterian and Conservative  Judaism -- are openly weighing whether to disobey their denominational rules and risk disciplinary action by presiding over same-sex marriage ceremonies.",en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"In same-sex marriage fight, personal outweighs political",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"That coherent philosophy should be embraced by U.S. Sen. Marco Rubio, Gov. Rick Scott and Jolly's other colleagues who continue to cling to a rigid, discriminatory position that is being rejected by the courts.
",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Portman said his own evolution on the issue began in 2011, when Will, then a freshman at Yale University, made a stunning revelation.
",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Weak argument against gay marriage Charles Krauthammer inveighed against gay marriage, using as his only weapon what students of critical reasoning call the fallacy of argument from tradition",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
have now enacted gay marriage bans,en,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Emanuel sent the text that read: ""Will you marry me in Iowa?"" No time to wait, or be creative.",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Two judges are already considering challenges from conservative groups seeking to halt the marriage spree. The city's lawsuit asks that those cases be consolidated into one.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
" ""clear, focused, narrowly drawn"" amendment to bar gay marriages.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"It is possible but unlikely that the court will hand down ringing decisions proclaiming marriage and all its benefits to be a constitutional guarantee, available to same-sex couples in every state. We believe in this outcome as a matter of moral and legal principle, and we expect it will prevail, eventually. But we also expect it will take more time for courts - and society at large - to embrace it fully.
",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Much of the confusion stems from the Supreme Court's decision to deem unconstitutional the denial of federal benefits to same-sex couples, while allowing states to decide for themselves whether to recognize same-sex marriage.",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Top Court Hears the Case For Same-Sex Marriage,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Barack Obama believes the federal Defense of Marriage Act to be unconstitutional. He helped lead the effort to rescind the military's discriminatory ""don't ask, don't tell policy."" He issued an executive order requiring hospitals to give visitation rights to same-sex partners. He has done more for the cause of gay equality than the previous 43 presidents combined.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
May 26-June 1; The Gay Debate,en,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"But that's not Paterson's call to make unilaterally. Nor should it be left up to activist judges. For better or worse, this is a job for the Assembly and Senate.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Testy Exchange Precedes Vote On Ban of Same-Sex Marriage,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"Coleman made the statement in response to a reporter's question during a conference call Coleman initiated to talk about Sen. John Kerry's voting in advance of Kerry's visit to the Twin Cities today.
",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
benefit,en,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"""We applaud the governor for giving clarity to same-sex couples and providing guidance on how we complete tax return information in the state of Missouri,""",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"""These questions will ultimately end up at the U.S. Supreme Court.""",en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"""I don't believe in gay marriage,"" said Wynn, 71, who participated in the poll of 800 likely voters from Monday through Wednesday. ""One man, one woman. That's what I believe in.""",en,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"More victories for gay marriage, in Idaho, Nev.",en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Gov. Lawton Chiles,en,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Church loses lease over gay stance,en,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"That number represents about 53.17 percent of the U.S. population, the first time that figure was above half, according to data from the Census Bureau's 2013 population estimates. Prior to Monday's decision, about 135.5 million Americans lived in states where it was legal, or 42.86 percent.
",en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
marriage as it has been throughout the ages,en,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
proposed amendment to the state Constitution that would ban same-sex marriages,en,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
